animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
57,Beck,Beck: Mongolian Chop Squad,<U+30D9><U+30C3><U+30AF>,['BECK'],TV,Manga,Asatsu DK,Drama,Madhouse,26,Finished Airing,0,10/7/2004,10/7/2004,25 min per ep,R - 17+ (violence & profanity),8.36,91614,197,448,198237,6022,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan. [Written by MAL Rewrite]",NA,Fall 2004,Thursdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 145, 'type': 'manga', 'name': 'Beck', 'url': 'https://myanimelist.net/manga/145/Beck'}]}"
305,Abashiri Ikka,NA,<U+3042><U+3070><U+3057><U+308A><U+4E00><U+5BB6>,['The Abashiri Family'],OVA,Manga,Dynamic Planning,Comedy,Studio Pierrot,4,Finished Airing,0,5/21/1991,5/21/1991,18 min per ep,R+ - Mild Nudity,5.52,1047,8858,6632,2770,7,"The Abashiri family is one of the most notorious criminal gangs ever. Papa Abashiri decides that it's about time his little girl is raised more appropriately, as a young lady and not as a member of a deadly gang. He decides to send his dear daughter Kukunosuke to an elite boarding school. The problem is this school doesn't have any intention of graduating their students. Crazed faculty members with homicidal and perverted tendencies, violent and unfriendly classmates, all of them welcome Kukunosuke to her new home. Pretty soon, it's an all-out teacher vs. students war. Will she be able to finish school before school finishes her?",NA,NA,NA,"{'Adaptation': [{'mal_id': 7756, 'type': 'manga', 'name': 'Abashiri Ikka', 'url': 'https://myanimelist.net/manga/7756/Abashiri_Ikka'}], 'Other': [{'mal_id': 4923, 'type': 'anime', 'name': 'Akai Hayate', 'url': 'https://myanimelist.net/anime/4923/Akai_Hayate'}, {'mal_id': 12769, 'type': 'anime', 'name': 'Yumemakura Baku Twilight Gekijou', 'url': 'https://myanimelist.net/anime/12769/Yumemakura_Baku_Twilight_Gekijou'}, {'mal_id': 20385, 'type': 'anime', 'name': 'Eguchi Hisashi no Kotobuki Gorou Show', 'url': 'https://myanimelist.net/anime/20385/Eguchi_Hisashi_no_Kotobuki_Gorou_Show'}]}"
6839,Hinomaru Tarou: Musha Shugyou no Maki,Taro's Early Training Days,<U+65E5><U+306E><U+4E38><U+592A><U+90CE>~<U+6B66><U+8005><U+4FEE><U+884C><U+306E><U+5DFB>~,"['Hinomaru Taro: Musha Shugyou no Maki', 'Hinomaru Taro: Musha Shugyo no Maki']",Movie,Original,,Action,,1,Finished Airing,0,1/1/1936,1/1/1936,5 min,G - All Ages,4.73,288,9973,9994,549,0,The hero Taro attempts to rescue a kidnapped girl from a bandit. Short film from 1936.,NA,NA,NA,{}
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,THE IDOLM@STER MOVIE: BEYOND THE BRILLIANT FUTURE!,THE IDOLM@STER MOVIE <U+8F1D><U+304D><U+306E><U+5411><U+3053><U+3046><U+5074><U+3078>!,"['The Idolmaster Movie: Beyond the Brilliant Future', 'The iDOLM@STER Movie: To the Other Side of the Light!']",Movie,Game,Bandai Namco Entertainment,Drama,A-1 Pictures,1,Finished Airing,0,1/25/2014,1/25/2014,2 hr 1 min,PG-13 - Teens 13 or older,7.64,8063,1275,3140,17016,52,"The idols of 765 Production continue on their neverending journey—towards a new stage, towards a bright and shiny future! The girls and their producer have gone through thick and thin, and have stood face to face with all kinds of difficulties. It's time again for the girls to foster their friendship, and through great discipline, they step forward to their starry future. (Source: Official website)",The series won the 2014 Newtype Anime Awards for Best Anime Film.,NA,NA,"{'Prequel': [{'mal_id': 14835, 'type': 'anime', 'name': 'The iDOLM@STER Shiny Festa', 'url': 'https://myanimelist.net/anime/14835/The_iDOLMSTER_Shiny_Festa'}]}"
35849,Darling in the FranXX,DARLING in the FRANXX,<U+30C0><U+30FC><U+30EA><U+30F3>·<U+30A4><U+30F3>·<U+30B6>·<U+30D5><U+30E9><U+30F3><U+30AD><U+30B9>,[],TV,Original,Tokyo MX,Drama,Trigger,24,Finished Airing,0,1/13/2018,1/13/2018,24 min per ep,PG-13 - Teens 13 or older,7.57,217286,1450,130,438299,9673,"In the distant future, humanity has been driven to near-extinction by giant beasts known as Klaxosaurs, forcing the surviving humans to take refuge in massive fortress cities called Plantations. Children raised here are trained to pilot giant mechas known as FranXX—the only weapons known to be effective against the Klaxosaurs—in boy-girl pairs. Bred for the sole purpose of piloting these machines, these children know nothing of the outside world and are only able to prove their existence by defending their race. Hiro, an aspiring FranXX pilot, has lost his motivation and self-confidence after failing an aptitude test. Skipping out on his class' graduation ceremony, Hiro retreats to a forest lake, where he encounters a mysterious girl with two horns growing out of her head. She introduces herself by her codename Zero Two, which is known to belong to an infamous FranXX pilot known as the ""Partner Killer."" Before Hiro can digest the encounter, the Plantation is rocked by a sudden Klaxosaur attack. Zero Two engages the creature in her FranXX, but it is heavily damaged in the skirmish and crashes near Hiro. Finding her partner dead, Zero Two invites Hiro to pilot the mecha with her, and the duo easily defeats the Klaxosaur in the ensuing fight. With a new partner by his side, Hiro has been given a chance at redemption for his past failures, but at what cost? [Written by MAL Rewrite]",NA,Winter 2018,Saturdays at 23:30 (JST),"{'Adaptation': [{'mal_id': 111512, 'type': 'manga', 'name': 'Darling in the FranXX', 'url': 'https://myanimelist.net/manga/111512/Darling_in_the_FranXX'}]}"
2627,Doraemon: It's New Year!,NA,<U+304A><U+6B63><U+6708><U+3060><U+3088>!<U+30C9><U+30E9><U+3048><U+3082><U+3093>,['Oshougatsu da yo! Doraemon'],Special,Unknown,Asatsu DK,Comedy,,1,Finished Airing,0,1/1/1979,1/1/1979,20 min,PG - Children,6.68,280,4963,9223,815,0,NA,NA,NA,NA,"{'Parent story': [{'mal_id': 2471, 'type': 'anime', 'name': 'Doraemon (1979)', 'url': 'https://myanimelist.net/anime/2471/Doraemon_1979'}]}"
12149,AKB0048,AKB0048,AKB0048,['AKB0048: First Stage'],TV,Original,Starchild Records,Sci-Fi,Satelight,13,Finished Airing,0,4/29/2012,4/29/2012,23 min per ep,PG-13 - Teens 13 or older,7.48,20764,1723,1744,46872,617,"After an interplanetary war at the beginning of the 21st century, planet Earth has been left in ruins, with much of its ecosystem completely destroyed. Because it was no longer possible to live a normal life on this planet, the inhabitants are forced to move on to other planets where life will, hopefully, be more comfortable. The Deep Galactic Trade Organization, a totalitarian government that affects many of the newly inhabited planets, has somehow come to the conclusion that music is a source of evil, and that it must be banned and destroyed for good. The talent group AKB0048 is soon formed, based on the original AKB48 members that once lived on Earth. Even though their music is now considered universally illegal, they make it their mission to bring their music back to life by travelling from one planet to another and holding as many concerts as they possibly can. They must undergo a whole new set of training methods in order to become the best that they can possibly be, while also avoiding the constant danger of being arrested because of their music. Join interplanetary popstars AKB0048 as they try to save the world-with music!",NA,Spring 2012,Unknown,"{'Sequel': [{'mal_id': 14941, 'type': 'anime', 'name': 'AKB0048: Next Stage', 'url': 'https://myanimelist.net/anime/14941/AKB0048__Next_Stage'}]}"
33957,Danball Senki Wars: All Star Battle,NA,<U+30C0><U+30F3><U+30DC><U+30FC><U+30EB><U+6226><U+6A5F><U+30A6><U+30A9><U+30FC><U+30BA> <U+30B9><U+30DA><U+30B7><U+30E3><U+30EB><U+30A2><U+30CB><U+30E1>,['Little Battlers eXperience Wars Special'],Special,Original,,Action,OLM,1,Finished Airing,0,2/27/2014,2/27/2014,9 min,G - All Ages,6.53,117,5669,10779,377,3,"Arata Sena is unable to leave the island after he forgets to have his permission form signed. However, he gets an even better opportunity: facing off against LBX legend Ban Yamano.",NA,NA,NA,"{'Parent story': [{'mal_id': 17917, 'type': 'anime', 'name': 'Danball Senki Wars', 'url': 'https://myanimelist.net/anime/17917/Danball_Senki_Wars'}]}"
33113,Scared Rider Xechs,NA,<U+30B9><U+30AB><U+30FC><U+30EC><U+30C3><U+30C9><U+30E9><U+30A4><U+30C0><U+30FC><U+30BC><U+30AF><U+30B9>,[],TV,Visual novel,Docomo Anime Store,Sci-Fi,Satelight,12,Finished Airing,0,7/6/2016,7/6/2016,24 min per ep,PG-13 - Teens 13 or older,5.3,2918,9340,3205,16337,18,"The Blue World, which symbolizes reason, is under constant attack by the creatures called the Nightfly O'Note originating from the Red World, symbolizing instinct. Akira Asagi, the 17-year-old protagonist who is a researcher at Blue World, is nominated to lead the war at Ryuukyuu LAG, a proud defense facility on the islands of Ishigaki and Iriomote. She meets the sixth combat unit ""IS,"" which was formed four years after a fierce battle that annihilated the fifth unit. Akari must lead these six riders, also called the Scared Rider Xechs, to fight against the other world while at the same time deepening the relationship among them. (Source: MAL News)",NA,Summer 2016,Wednesdays at 01:35 (JST),{}
765,Chou Henshin Cosprayers Specials,NA,<U+8D85><U+5909><U+8EAB><U+30B3><U+30B9>8<U+30D7><U+30EC><U+30A4><U+30E4><U+30FC>,[],Special,Unknown,m.o.e.,Comedy,,3,Finished Airing,0,7/16/2004,7/16/2004,14 min per ep,PG-13 - Teens 13 or older,5.06,740,9660,7680,1720,1,"These three specials came with the DVD release. They mostly depict stories that take place in-between episodes from the main series. Special #1 takes place in-between episodes 2 and 3. Special #2 takes place in-between episodes 3 and 4. Special #3 doesn't fit very well in-between any of the main series, and is more of a side-story.",NA,NA,NA,"{'Parent story': [{'mal_id': 112, 'type': 'anime', 'name': 'Chou Henshin Cosprayers', 'url': 'https://myanimelist.net/anime/112/Chou_Henshin_Cosprayers'}], 'Sequel': [{'mal_id': 275, 'type': 'anime', 'name': 'Love<U+2665>Love?', 'url': 'https://myanimelist.net/anime/275/Love<U+2665>Love'}, {'mal_id': 705, 'type': 'anime', 'name': 'Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie', 'url': 'https://myanimelist.net/anime/705/Chou_Henshin_Cosprayers_vs_Ankoku_Uchuu_Shougun_the_Movie'}], 'Alternative version': [{'mal_id': 964, 'type': 'anime', 'name': 'Hit wo Nerae!', 'url': 'https://myanimelist.net/anime/964/Hit_wo_Nerae'}, {'mal_id': 1741, 'type': 'anime', 'name': 'Hit wo Nerae! Specials', 'url': 'https://myanimelist.net/anime/1741/Hit_wo_Nerae_Specials'}]}"
8507,Ikkitousen: Xtreme Xecutor Specials,NA,<U+4E00><U+9A0E><U+5F53><U+5343>: Xtreme Xecutor,['Ikkitousen XX Yume Rokkei'],Special,Unknown,Genco,Comedy,Arms,6,Finished Airing,0,6/25/2010,6/25/2010,3 min per ep,R+ - Mild Nudity,6.68,3973,4975,3913,10371,6,Ikkitousen: Xtreme Xecutor Blu-ray and DVD specials.,NA,NA,NA,"{'Parent story': [{'mal_id': 7580, 'type': 'anime', 'name': 'Ikkitousen: Xtreme Xecutor', 'url': 'https://myanimelist.net/anime/7580/Ikkitousen__Xtreme_Xecutor'}]}"
35921,Da Wei Bei Ken Zhi Daomei Tegong Xiong,Backkom Bear: Agent 008,<U+5927><U+536B><U+8D1D><U+80AF><U+4E4B><U+5012><U+9709><U+7279><U+5DE5><U+718A>,['Bernard Bear'],Movie,Original,,Comedy,,1,Finished Airing,0,1/13/2017,1/13/2017,1 hr 30 min,G - All Ages,5.6,25,10756,13730,116,0,"A Chinese adaptation of the international Backkom franchise. This film serves as a prequel to the main show. With the human exploitation of natural resources, the Arctic environment is completely destroyed, leaving only the last polar bear to survive. A human girl named Jessica adopts the polar bear and names him Backkom. Jessica is an extraordinary agent of the Security Department. Backkom eager to become an agent someday, but he is so clumsy that he can only do the cleaning in the Security Department. All of a sudden, a mysterious organization of polar bears shows up, places bombs around the world, and claims to seek revenge from human race. To remove threat of bombs, the top decision-making body of men, Global League, decides to arrange agents going under the basement of the Polar Bear Organization. While there are human detectors placed in the basement, their mission failed. Leaving the Global League with no choice, they have to train Backkom into an agent and arrange him to the Polar Bear Basement. Jessica is so concerned about Backkom and follows him in secret. Backkom and Jessica encounter so many difficulties in the basement, while they all succeed in solving them. They remove the bomb threat eventually, but Backkom was caught by the organization, where they show him a shocking fact. In the same time, the Global League is concerning giving up on Backkom, and launches attack to the Polar Bear Organization. (Source: Wikipedia)",NA,NA,NA,{}
841,Colorful,Colorful,<U+30AB><U+30E9><U+30D5><U+30EB>,[],TV,Manga,TBS,Comedy,Studio Wombat,16,Finished Airing,0,9/6/1999,9/6/1999,6 min per ep,R+ - Mild Nudity,6.18,6609,7104,3108,17328,46,"The adventures (and misadventures) of men staring, peeking, glancing, looking, and glaring at women and their efforts to get that extra eyeful of harmlessly exposed panties, bras, and occasional cleavage. Following at most, a few regular males and the outrageous consequences of their actions. (Source: ANN)",NA,Summer 1999,Not scheduled once per week,"{'Adaptation': [{'mal_id': 15162, 'type': 'manga', 'name': 'Colorful', 'url': 'https://myanimelist.net/manga/15162/Colorful'}]}"
4038,Zettai Karen Children,Psychic Squad,<U+7D76><U+5BFE><U+53EF><U+6190><U+30C1><U+30EB><U+30C9><U+30EC><U+30F3>,"['Absolutely Lovely Children', 'ZKC']",TV,Manga,Geneon Universal Entertainment,Action,SynergySP,51,Finished Airing,0,4/6/2008,4/6/2008,24 min per ep,PG-13 - Teens 13 or older,7.41,8324,2040,2178,33198,98,"They're cute, adorable and three of the most powerful Espers the world has ever seen: Kaoru, the brash psychokinetic who can move objects with her mind; Shiho, the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book; and Aoi, the most collected and rational of the three, who has the ability to teleport herself and the others at will. So what to do with these potential psychic monsters in the making? Enter B.A.B.E.L., the Base of Backing ESP Laboratory, where hopefully ""The Children"" and others like them can become part of the answer to an increasing wave of psychic evolution. It's a win-win solution... Unless you're Koichi Minamoto, the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls! (Source: Sentai Filmworks)",NA,Spring 2008,Sundays at Unknown,"{'Adaptation': [{'mal_id': 5821, 'type': 'manga', 'name': 'Zettai Karen Children', 'url': 'https://myanimelist.net/manga/5821/Zettai_Karen_Children'}], 'Summary': [{'mal_id': 5849, 'type': 'anime', 'name': 'Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin', 'url': 'https://myanimelist.net/anime/5849/Zettai_Karen_Children__Oobanburumai_Natsuko_to_Hotaru_no_BABEL_Tsuushin'}, {'mal_id': 9127, 'type': 'anime', 'name': 'Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!', 'url': 'https://myanimelist.net/anime/9127/Zettai_Karen_Children__Gentei_Kaikin_OVA_Chou_Sakidori_Special'}], 'Sequel': [{'mal_id': 7745, 'type': 'anime', 'name': 'Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?', 'url': 'https://myanimelist.net/anime/7745/Zettai_Karen_Children_OVA__Aitazousei_Ubawareta_Mirai'}], 'Spin-off': [{'mal_id': 16005, 'type': 'anime', 'name': 'Zettai Karen Children: The Unlimited - Hyoubu Kyousuke', 'url': 'https://myanimelist.net/anime/16005/Zettai_Karen_Children__The_Unlimited_-_Hyoubu_Kyousuke'}]}"
28677,Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,<U+5C71><U+7530><U+304F><U+3093><U+3068>7<U+4EBA><U+306E><U+9B54><U+5973>,"['Yamada-kun to Nananin no Majo', 'Yamada-kun and the 7 Witches']",TV,Manga,A-Sketch,Comedy,LIDENFILMS,12,Finished Airing,0,4/12/2015,4/12/2015,24 min per ep,PG-13 - Teens 13 or older,7.82,204357,869,179,363858,2576,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That's why he chose to attend Suzaku High, where no one would know of his violent delinquent reputation. However, much to Ryuu's dismay, he is soon bored; now a second year, Ryuu has reverted to his old ways—lazy with abysmal grades and always getting into fights. One day, back from yet another office visit, Ryuu encounters Urara Shiraishi, a beautiful honors student. A misstep causes them both to tumble down the stairs, ending in an accidental kiss! The pair discover they can switch bodies with a kiss: an ability which will prove to be both convenient and troublesome. Learning of their new power, Toranosuke Miyamura, a student council officer and the single member of the Supernatural Studies Club, recruits them for the club. Soon joined by Miyabi Itou, an eccentric interested in all things supernatural, the group unearths the legend of the Seven Witches of Suzaku High, seven female students who have obtained different powers activated by a kiss. The Supernatural Studies Club embarks on its first quest: to find the identities of all the witches. [Written by MAL Rewrite]","Episode 1 was previewed at a screening at Cinemart Shinjuku in Tokyo on March 14, 2015. Regular broadcasting began on April 12, 2015.",Spring 2015,Sundays at 23:30 (JST),"{'Adaptation': [{'mal_id': 35003, 'type': 'manga', 'name': 'Yamada-kun to 7-nin no Majo', 'url': 'https://myanimelist.net/manga/35003/Yamada-kun_to_7-nin_no_Majo'}], 'Other': [{'mal_id': 20359, 'type': 'anime', 'name': 'Yamada-kun to 7-nin no Majo PV', 'url': 'https://myanimelist.net/anime/20359/Yamada-kun_to_7-nin_no_Majo_PV'}], 'Side story': [{'mal_id': 24627, 'type': 'anime', 'name': 'Yamada-kun to 7-nin no Majo (OVA)', 'url': 'https://myanimelist.net/anime/24627/Yamada-kun_to_7-nin_no_Majo_OVA'}], 'Spin-off': [{'mal_id': 30641, 'type': 'anime', 'name': 'Yankee-kun na Yamada-kun to Megane-chan to Majo', 'url': 'https://myanimelist.net/anime/30641/Yankee-kun_na_Yamada-kun_to_Megane-chan_to_Majo'}]}"
32093,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,<U+7530><U+4E2D><U+304F><U+3093><U+306F><U+3044><U+3064><U+3082><U+3051><U+3060><U+308B><U+3052>,[],TV,Web manga,Grooove,Comedy,Silver Link.,12,Finished Airing,0,4/9/2016,4/9/2016,24 min per ep,PG-13 - Teens 13 or older,8.01,86701,562,479,192563,2138,"For high school student Tanaka, the act of being listless is a way of life. Known for his inattentiveness and ability to fall asleep anywhere, Tanaka prays that each day will be as uneventful as the last, seeking to preserve his lazy lifestyle however he can by avoiding situations that require him to exert himself. Along with his dependable friend Oota who helps him with tasks he is unable to accomplish, the lethargic teenager constantly deals with events that prevent him from experiencing the quiet and peaceful days he longs for. [Written by MAL Rewrite]",NA,Spring 2016,Saturdays at 22:00 (JST),"{'Adaptation': [{'mal_id': 59893, 'type': 'manga', 'name': 'Tanaka-kun wa Itsumo Kedaruge', 'url': 'https://myanimelist.net/manga/59893/Tanaka-kun_wa_Itsumo_Kedaruge'}], 'Side story': [{'mal_id': 33004, 'type': 'anime', 'name': 'Tanaka-kun wa Kyou mo Kedaruge', 'url': 'https://myanimelist.net/anime/33004/Tanaka-kun_wa_Kyou_mo_Kedaruge'}, {'mal_id': 33157, 'type': 'anime', 'name': 'Tanaka-kun wa Itsumo Kedaruge Specials', 'url': 'https://myanimelist.net/anime/33157/Tanaka-kun_wa_Itsumo_Kedaruge_Specials'}]}"
18247,IS: Infinite Stratos 2,Infinite Stratos 2,IS<<U+30A4><U+30F3><U+30D5><U+30A3><U+30CB><U+30C3><U+30C8>·<U+30B9><U+30C8><U+30E9><U+30C8><U+30B9>>2,[],TV,Light novel,TBS,Action,8bit,12,Finished Airing,0,10/4/2013,10/4/2013,24 min per ep,PG-13 - Teens 13 or older,6.77,125797,4556,389,220824,431,Second season of Infinite Stratos.,NA,Fall 2013,Fridays at 01:58 (JST),"{'Adaptation': [{'mal_id': 23881, 'type': 'manga', 'name': 'IS: Infinite Stratos', 'url': 'https://myanimelist.net/manga/23881/IS__Infinite_Stratos'}], 'Prequel': [{'mal_id': 10794, 'type': 'anime', 'name': 'IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou', 'url': 'https://myanimelist.net/anime/10794/IS__Infinite_Stratos_Encore_-_Koi_ni_Kogareru_Rokujuusou'}], 'Alternative version': [{'mal_id': 20045, 'type': 'anime', 'name': 'IS: Infinite Stratos 2 - Hitonatsu no Omoide', 'url': 'https://myanimelist.net/anime/20045/IS__Infinite_Stratos_2_-_Hitonatsu_no_Omoide'}], 'Sequel': [{'mal_id': 21653, 'type': 'anime', 'name': 'IS: Infinite Stratos 2 - World Purge-hen', 'url': 'https://myanimelist.net/anime/21653/IS__Infinite_Stratos_2_-_World_Purge-hen'}], 'Side story': [{'mal_id': 33242, 'type': 'anime', 'name': 'IS: Infinite Stratos 2 - Infinite Wedding', 'url': 'https://myanimelist.net/anime/33242/IS__Infinite_Stratos_2_-_Infinite_Wedding'}]}"
35346,Cinderella Girls Gekijou: Kayou Cinderella Theater,THE IDOLM@STER CINDERELLA GIRLS Theater (Web) 2nd Season,<U+30B7><U+30F3><U+30C7><U+30EC><U+30E9><U+30AC><U+30FC><U+30EB><U+30BA><U+5287><U+5834> <U+706B><U+66DC><U+30B7><U+30F3><U+30C7><U+30EC><U+30E9><U+30B7><U+30A2><U+30BF><U+30FC>,"['The iDOLM@STER Cinderella Girls Gekijou: Kayou Cinderella Theater', 'The Idolmaster Cinderella Girls Gekijou: Kayou Cinderella Theater', 'THE IDOLM@STER CINDERELLA GIRLS Theater: Tuesday Cinderella Theater', 'Cingeki (Web)']",ONA,4-koma manga,Anime Consortium Japan,Comedy,Lesprit,13,Finished Airing,0,4/4/2017,4/4/2017,1 min per ep,PG-13 - Teens 13 or older,6.49,1511,5823,6240,3254,2,Bonus segments of Cinderella Girls Gekijou streamed on The iDOLM@STER Cinderella Girls Mobage following the television broadcast.,NA,NA,NA,"{'Adaptation': [{'mal_id': 107016, 'type': 'manga', 'name': 'Cinderella Girls Gekijou', 'url': 'https://myanimelist.net/manga/107016/Cinderella_Girls_Gekijou'}], 'Parent story': [{'mal_id': 34257, 'type': 'anime', 'name': 'Cinderella Girls Gekijou', 'url': 'https://myanimelist.net/anime/34257/Cinderella_Girls_Gekijou'}], 'Sequel': [{'mal_id': 36500, 'type': 'anime', 'name': 'Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season', 'url': 'https://myanimelist.net/anime/36500/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater_2nd_Season'}]}"
19717,Zoku Naniwa Yuukyouden,NA,<U+7D9A><U+306A><U+306B><U+308F><U+904A><U+4FA0><U+4F1D>,"['Osaka Tough Guys 2', 'Osaka Tough Guys Two']",OVA,Unknown,,Comedy,Toei Animation,1,Finished Airing,0,6/25/1992,6/25/1992,58 min,PG-13 - Teens 13 or older,5.18,22,13710,12939,156,0,"The Kinshu Group is back to their old antics in this mob comedy. Two new recruits join the gang and try to prove their worth. Things take a turn for the worse with the boss takes a bullet and is hospital ridden. What will happen to the gang as snakes begin to creep to break apart company as if the boss is dead?! *Based on the same name manga by Dookuman Pro, a group of four manga artists.",NA,NA,NA,"{'Prequel': [{'mal_id': 9498, 'type': 'anime', 'name': 'Naniwa Yuukyouden', 'url': 'https://myanimelist.net/anime/9498/Naniwa_Yuukyouden'}], 'Sequel': [{'mal_id': 19729, 'type': 'anime', 'name': 'Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen', 'url': 'https://myanimelist.net/anime/19729/Naniwa_Yuukyouden__Nekketsu_Bakushou_Mankai-hen'}]}"
4851,Lupin III: Seven Days Rhapsody,NA,<U+30EB><U+30D1><U+30F3><U+4E09><U+4E16> <U+300C><U+30BB><U+30D6><U+30F3><U+30C7><U+30A4><U+30BA>·<U+30E9><U+30D7><U+30BD><U+30C7><U+30A3><U+300D>,['Rupan Sansei'],Special,Unknown,VAP,Comedy,TMS Entertainment,1,Finished Airing,0,9/8/2006,9/8/2006,1 hr 32 min,PG-13 - Teens 13 or older,7.12,1273,3200,6176,3330,1,"Lupin and Jigen planed to steal enormous money from a racetrack in New York. Their plan is perfect and the only thing remains is to wait for 6 days. To celebrate the success beforehand, they go to a town. Lupin parts from Jigen because he recalls another engagement. Then, Lupin saves a girl, Michelle, being chased by suspicious men. She asks Lupin to steal a diamond from her father in order to stop him from doing evil things. Lupin thinks he can get both money and a diamond 6 days later, and he accepts her request to guard her for 6 days. Meanwhile, Jigen meats his old fellow soldier, Ryatte, and they’re talking about another business. Then, Jigen is supposed to spends 6 days with Ryatte before the plan with Lupin. On the other hand, Fujiko and Goemon are planning to steal a diamond at a diamond exhibits. The host of the exhibition is… (Source: AniDB)",NA,NA,NA,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
34324,Chiryokumaru,NA,<U+77E5><U+529B><U+4E38>,[],ONA,Original,,Action,Studio 4°C,1,Finished Airing,0,11/1/2016,11/1/2016,2 min,PG-13 - Teens 13 or older,5.11,848,9626,7776,1652,0,"Inside a majestic museum, a young warrior gets attacked by shadow beasts born from people's fear and uncertainty over what they don't know. The warrior fights against them using the energy charger on his waist, but soon the energy runs out. In this desperate situation, he finds a new, unexpected source of power. (Source: YouTube)",NA,NA,NA,{}
33726,Saiyuuki Reload Blast,Saiyuki Reload Blast,<U+6700><U+904A><U+8A18>RELOAD BLAST,[],TV,Manga,Dentsu,Comedy,Platinum Vision,12,Finished Airing,0,7/5/2017,7/5/2017,23 min per ep,PG-13 - Teens 13 or older,7.33,6849,2362,2444,27198,161,"At last, the Sanzou Party has arrived in India. In this foreign land, where the anomaly's influence runs rampant, their battles only heighten in their violence. And also awaiting them is their tragic fate from 500 years ago— What will they find at the end of their long and treacherous journey?",NA,Summer 2017,Wednesdays at 22:30 (JST),"{'Adaptation': [{'mal_id': 14978, 'type': 'manga', 'name': 'Saiyuuki Reload Blast', 'url': 'https://myanimelist.net/manga/14978/Saiyuuki_Reload_Blast'}], 'Prequel': [{'mal_id': 131, 'type': 'anime', 'name': 'Saiyuuki Reload Gunlock', 'url': 'https://myanimelist.net/anime/131/Saiyuuki_Reload_Gunlock'}]}"
5225,Lupin III: Pilot Film,NA,<U+30EB><U+30D1><U+30F3><U+4E09><U+4E16> Pilot Film,[],Movie,Manga,Tokyo Movie Shinsha,Comedy,,1,Finished Airing,0,1/1/1969,1/1/1969,12 min,R+ - Mild Nudity,6.52,2433,5710,5150,5261,5,Two years after the birth of the manga a pilot film was released. It was a brief film of only 13 minutes that had the purpose of assay the response to a possible future anime realization of Lupin III. The pilot opens with a challenge call from Lupin to Zenigata from a public phone. (Source: AniDB),NA,NA,NA,"{'Sequel': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}], 'Alternative version': [{'mal_id': 1428, 'type': 'anime', 'name': 'Lupin III: Pilot Film (1978)', 'url': 'https://myanimelist.net/anime/1428/Lupin_III__Pilot_Film_1978'}]}"
