animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
30091,Chaos Dragon: Sekiryuu Seneki,Chaos Dragon,<U+30B1><U+30A4><U+30AA><U+30B9><U+30C9><U+30E9><U+30B4><U+30F3> <U+8D64><U+7ADC><U+6226><U+5F79>,['Red Dragon War'],TV,Game,TOHO animation,Action,Connect,12,Finished Airing,0,7/2/2015,7/2/2015,24 min per ep,R - 17+ (violence & profanity),5.77,29122,8331,1126,82673,111,"In 3015, the year of Huanli, two countries, Donatia and Kouran, are embroiled in a war of supremacy that is tearing the world around them apart. The small island Nil Kamui has suffered exceptionally from the war, with lands conquered in the name of each kingdom and stolen away from the people. To make matters worse, their deity, the Red Dragon, has gone mad, rampaging about Nil Kamui burning villages and killing people indiscriminately. Ibuki, a descendant of Nil Kamui's royal family, resides at an orphanage and refuses to take on the role of king. Abhorring conflict, Ibuki desires a peaceful resolution, however the chaotic world will not allow for such pacifism when it is being torn asunder by war. Despite his reluctance, Ibuki is drawn deep into this conflict. Can he rise to the occasion and save his country?","Chaos Dragon is based on the role-playing fiction project Red Dragon, a story which was created by five notable character designers: Gen Urobochi (Fate/Zero), Kinoko Nasu (Kara no Kyoukai), Iduki Kougyoku (Mimizuku to Yoru no Ou), Ryohgo Narita (Durarara!!), and Simadoriru (member of the Stripe Pattern doujin circle). The results of their tabletop role-playing game sessions over six days created material for a seven-volume light novel series.",Summer 2015,Thursdays at 22:30 (JST),"{'Adaptation': [{'mal_id': 86658, 'type': 'manga', 'name': 'Red Dragon', 'url': 'https://myanimelist.net/manga/86658/Red_Dragon'}, {'mal_id': 91059, 'type': 'manga', 'name': 'Chaos Dragon: Sekiryuu Seneki', 'url': 'https://myanimelist.net/manga/91059/Chaos_Dragon__Sekiryuu_Seneki'}]}"
13727,Rinne no Lagrange: Kamogawa Days,Lagrange: The Flower of Rin-ne – Kamogawa Days,<U+8F2A><U+5EFB><U+306E><U+30E9><U+30B0><U+30E9><U+30F3><U+30B8><U+30A7> <U+9D28><U+5DDD><U+30C7><U+30A4><U+30BA>,"['Flower declaration of your heart: Kamogawa Days', 'Lag-Rin: Kamogawa Days']",OVA,Original,Yomiuri Telecasting,Comedy,Xebec,1,Finished Airing,0,6/23/2012,6/23/2012,43 min,PG-13 - Teens 13 or older,6.85,2777,4220,4603,6963,3,"As Yoko has her assistant scour the seabed in search of something, Madoka, unable to pilot Midori properly again, returns to Kamogawa to see the New Year in. Upon returning home, Madoka receives New Year's letters from Lan and Muginami, updating her about what's going on in their lives, to which Madoka makes a prompt reply. As the months pass by and Madoka moves up a year in school, Lan and Muginami visit an intergalactic replica of Kamogawa on the tourist planet Polyhedron. Takes place between seasons 1 and 2. (Source: Wikipedia)",NA,NA,NA,"{'Adaptation': [{'mal_id': 54413, 'type': 'manga', 'name': 'Rinne no Lagrange', 'url': 'https://myanimelist.net/manga/54413/Rinne_no_Lagrange'}], 'Prequel': [{'mal_id': 11227, 'type': 'anime', 'name': 'Rinne no Lagrange', 'url': 'https://myanimelist.net/anime/11227/Rinne_no_Lagrange'}], 'Sequel': [{'mal_id': 12281, 'type': 'anime', 'name': 'Rinne no Lagrange Season 2', 'url': 'https://myanimelist.net/anime/12281/Rinne_no_Lagrange_Season_2'}]}"
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,The World God Only Knows: Four Girls and an Idol,<U+795E><U+306E><U+307F><U+305E><U+77E5><U+308B><U+30BB><U+30AB><U+30A4> 4<U+4EBA><U+3068><U+30A2><U+30A4><U+30C9><U+30EB>,"['Kami nomi zo Shiru Sekai: Yonin to Idol', 'Kaminomi OVA', 'Kami Nomi zo Shiru Sekai OVA', 'The World God Only Knows: Four People and an Idol']",OVA,Unknown,Shogakukan Productions,Comedy,Manglobe,1,Finished Airing,0,9/16/2011,9/16/2011,24 min,PG-13 - Teens 13 or older,7.39,44522,2102,1240,75093,94,"Eli, Chihiro, and Miyako try to form a band but end up looking to Katsuragi for help. In the process they meet Kanon and become friends/ rivals. (Source: ANN)","An OVA bundled with the 14th volume of the manga, animating chapters 54 and 55 from the 6th volume of the manga.",NA,NA,"{'Adaptation': [{'mal_id': 7519, 'type': 'manga', 'name': 'Kami nomi zo Shiru Sekai', 'url': 'https://myanimelist.net/manga/7519/Kami_nomi_zo_Shiru_Sekai'}], 'Prequel': [{'mal_id': 10080, 'type': 'anime', 'name': 'Kami nomi zo Shiru Sekai II', 'url': 'https://myanimelist.net/anime/10080/Kami_nomi_zo_Shiru_Sekai_II'}], 'Other': [{'mal_id': 11583, 'type': 'anime', 'name': 'Kami nomi zo Shiru Sekai: Natsu-iro Surprise', 'url': 'https://myanimelist.net/anime/11583/Kami_nomi_zo_Shiru_Sekai__Natsu-iro_Surprise'}], 'Sequel': [{'mal_id': 15117, 'type': 'anime', 'name': 'Kami nomi zo Shiru Sekai: Tenri-hen', 'url': 'https://myanimelist.net/anime/15117/Kami_nomi_zo_Shiru_Sekai__Tenri-hen'}]}"
19163,Date A Live II,Date A Live II,<U+30C7><U+30FC><U+30C8>·<U+30A2>·<U+30E9><U+30A4><U+30D6><U+2161>,['Date A Live 2'],TV,Light novel,Nippon Columbia,Sci-Fi,Production IMS,10,Finished Airing,0,4/12/2014,4/12/2014,24 min per ep,R - 17+ (violence & profanity),7.43,180414,1907,257,303631,1742,"Shido Itsuka, who used to be a normal high school student at Raizen High, meets the first Spirit, Tohka, and awakens his power to ""seal the Spirit's power"". Though they may be feared and hated beings due to their immense power, Spirits were always alone and knew only combat and death. Shido, the only one in the world with the power to seal the Spirits' might, hurls himself into life-threatening dates with the beautiful Spirits in order to save them. (Source: ANN)","Date A Live II adapts novels 5-7 of Koushi Tachibana's light novel series of the same name. Like with the first season, the Japanese home video releases have a Director's Cut with many new scenes. However, the English dub by FUNimation Entertainment does not feature these new scenes as they didn't have them in their home video releases.",Spring 2014,Saturdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 37523, 'type': 'manga', 'name': 'Date A Live', 'url': 'https://myanimelist.net/manga/37523/Date_A_Live'}], 'Prequel': [{'mal_id': 17641, 'type': 'anime', 'name': 'Date A Live: Date to Date', 'url': 'https://myanimelist.net/anime/17641/Date_A_Live__Date_to_Date'}], 'Side story': [{'mal_id': 22961, 'type': 'anime', 'name': 'Date A Live II: Kurumi Star Festival', 'url': 'https://myanimelist.net/anime/22961/Date_A_Live_II__Kurumi_Star_Festival'}], 'Sequel': [{'mal_id': 24655, 'type': 'anime', 'name': 'Date A Live Movie: Mayuri Judgment', 'url': 'https://myanimelist.net/anime/24655/Date_A_Live_Movie__Mayuri_Judgment'}]}"
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,<U+3053><U+306E><U+919C><U+304F><U+3082><U+7F8E><U+3057><U+3044><U+4E16><U+754C>,[],TV,Original,TBS,Drama,Gainax,12,Finished Airing,0,4/2/2004,4/2/2004,24 min per ep,R+ - Mild Nudity,6.85,23719,4209,1709,48458,171,"High school student Takeru Takemoto works part time as a (motor)bike courier. During one of his deliveries, he saw a mysterious light passing him and fell into a forest. What he had found was a beautiful girl coming out from a glowing cocoon, calling herself ""Hikari."" While Takeru was quite embarrassed because of Hikari's nudity, a strange monster suddenly showed up and immediately attacked the two. Both Takeru and Hikari demonstrated the power of their other selves before Takeru had a clue of what's going on. (Source: ANN)",This is Gainax's 20th anniversary work.,Spring 2004,Fridays at 00:30 (JST),"{'Adaptation': [{'mal_id': 3989, 'type': 'manga', 'name': 'Kono Minikuku mo Utsukushii Sekai', 'url': 'https://myanimelist.net/manga/3989/Kono_Minikuku_mo_Utsukushii_Sekai'}]}"
13669,Owari no Chronicle,NA,<U+7D42><U+308F><U+308A><U+306E><U+30AF><U+30ED><U+30CB><U+30AF><U+30EB>,['The Ending Chronicle'],Special,Light novel,,Sci-Fi,,1,Finished Airing,0,4/1/2012,4/1/2012,38 sec,PG-13 - Teens 13 or older,5.14,727,9560,6986,2363,7,"April Fools' Day announcement of a purported anime adaptation of Owari no Chronicle, the prequel light novel series to Kyoukai Senjou no Horizon.",NA,NA,NA,"{'Adaptation': [{'mal_id': 33671, 'type': 'manga', 'name': 'Owari no Chronicle', 'url': 'https://myanimelist.net/manga/33671/Owari_no_Chronicle'}], 'Sequel': [{'mal_id': 10456, 'type': 'anime', 'name': 'Kyoukaisenjou no Horizon', 'url': 'https://myanimelist.net/anime/10456/Kyoukaisenjou_no_Horizon'}]}"
35526,Kizunakizu,NA,<U+30AD><U+30BA><U+30CA><U+30AD><U+30BA>,['Minna no Uta'],Music,Original,NHK,Kids,Echoes,1,Finished Airing,0,2/8/2017,2/8/2017,2 min,G - All Ages,4.64,33,11747,13796,113,0,A little boy moves away and his friends give him a map. He returns to his childhood town now as an adult reminiscing of fond memories as he digs up a time capsule they left for him.,NA,NA,NA,{}
6312,Taiho Shichau zo: Full Throttle Special,You're Under Arrest: Full Throttle Special,<U+902E><U+6355><U+3057><U+3061><U+3083><U+3046><U+305E> <U+30D5><U+30EB><U+30B9><U+30ED><U+30C3><U+30C8><U+30EB>,"[""You're Under Arrest Full Throttle Episode 0""]",Special,Manga,TBS,Action,Studio Deen,1,Finished Airing,0,8/22/2008,8/22/2008,21 min,PG-13 - Teens 13 or older,7.12,729,3224,7308,2040,0,"Rounding off season 3, Natsumi and Miyuki reminiscince about their lives at Bokuto station while hearing from people they've met through work. (This is limited to characters they've met in season 3.) We are also introduced to Bokuto Station's two new recruits; Kaori Takano and Sakura Fujieda. Starting off their duty, they are taken on a field trip by Miyuki and Natsumi and quickly find out what will be expected of them as police officers.",NA,NA,NA,"{'Adaptation': [{'mal_id': 1292, 'type': 'manga', 'name': 'Taiho Shichau zo', 'url': 'https://myanimelist.net/manga/1292/Taiho_Shichau_zo'}], 'Prequel': [{'mal_id': 3000, 'type': 'anime', 'name': 'Taiho Shichau zo: Full Throttle', 'url': 'https://myanimelist.net/anime/3000/Taiho_Shichau_zo__Full_Throttle'}]}"
1755,Di Gi Charat Ohanami Special,NA,Di Gi Charat <U+304A><U+82B1><U+898B><U+3059><U+307A><U+3057><U+3083><U+308B>,['DiGi Charat Ohanami Special'],Special,Unknown,TBS,Comedy,,4,Finished Airing,0,4/6/2001,4/6/2001,10 min per ep,G - All Ages,6.77,823,4543,7494,1879,1,The Ohamami Special consisted of four independent episodes of Di Gi Charat with no continuation that aired in Spring 2001 in Japan. • Ohanami Special Episode 1 - The Evil Settles Down • Ohanami Special Episode 2 - Sakura Sakura • Ohanami Special Episode 3 - Long Haired Onii-san-nyu • Ohanami Special Episode 4 - Don`t Call me Rabi-en-Rose (Source: AniDB & Wikipedia),NA,NA,NA,"{'Prequel': [{'mal_id': 1757, 'type': 'anime', 'name': 'Di Gi Charat Christmas Special', 'url': 'https://myanimelist.net/anime/1757/Di_Gi_Charat_Christmas_Special'}]}"
31163,Dimension W,Dimension W,Dimension W,[],TV,Manga,Q-Tec,Sci-Fi,Studio 3Hz,12,Finished Airing,0,1/10/2016,1/10/2016,24 min per ep,R - 17+ (violence & profanity),7.29,93869,2496,452,197976,671,"In the near future, humans have discovered a fourth dimension, Dimension W, and a supposedly infinite source of energy within. In order to harness this profound new energy, mankind develops advanced ""coils,"" devices that link to and use the power of Dimension W. However, by year 2071, the New Tesla Energy corporation has monopolized the energy industry with coils, soon leading to the illegal distribution of unofficial coils that begin flooding the markets. Kyouma Mabuchi is an ex-soldier who is wary of all coil-based technology to the extent that he still drives a gas-powered car. Kyouma is a ""Collector,"" individuals with the sole duty of hunting down illegal coils in exchange for money. What started out as just any other mission is turned on its head when he bumps in Mira Yurizaki, an android with a connection to the ""father"" of coils. When a series of strange events begin to take place, these two unlikely allies band together to uncover the mysteries of Dimension W. [Written by MAL Rewrite]","Dimension W was first announced to be in production at Anime Expo 2015 in Los Angeles. Studio 3Hz is responsible for animation production, while the studio Orange is responsible for CG production. North American distributor FUNimation Entertainment is also a member of the production committee.",Winter 2016,Sundays at 22:30 (JST),"{'Adaptation': [{'mal_id': 42279, 'type': 'manga', 'name': 'Dimension W', 'url': 'https://myanimelist.net/manga/42279/Dimension_W'}], 'Side story': [{'mal_id': 32410, 'type': 'anime', 'name': 'Dimension W: W no Tobira Online', 'url': 'https://myanimelist.net/anime/32410/Dimension_W__W_no_Tobira_Online'}], 'Other': [{'mal_id': 33069, 'type': 'anime', 'name': 'Dimension W Special', 'url': 'https://myanimelist.net/anime/33069/Dimension_W_Special'}]}"
23317,Kuroshitsuji: Book of Murder,Black Butler: Book of Murder,<U+9ED2><U+57F7><U+4E8B> Book of Murder,[],OVA,Manga,DeNA,Comedy,A-1 Pictures,2,Finished Airing,0,1/28/2015,1/28/2015,58 min per ep,R - 17+ (violence & profanity),8.32,57611,225,800,120362,917,"At the behest of the Queen, Earl Ciel Phantomhive hosts a lavish dinner party attended by several of the finest members of polite society—as well as struggling author, Arthur. But as the party reaches its high, a terrible murder takes place and none other than the Earl himself is suspected of the crime. As a violent storm rages on outside, the death count continues to climb. The Phantomhive household and their eminent guests find they must cooperate in order to solve this mystery before they too fall prey to the mysterious murderer. However, it seems that not even the perfect butler, Sebastian Michaelis, is safe from this horror. [Written by MAL Rewrite]","Episodes 1 and 2 were previewed at screenings in multiple cities across Japan on October 25 and November 15, 2014. The DVDs and BDs were released on January 28 and February 25, 2015.",NA,NA,"{'Adaptation': [{'mal_id': 3866, 'type': 'manga', 'name': 'Kuroshitsuji', 'url': 'https://myanimelist.net/manga/3866/Kuroshitsuji'}], 'Prequel': [{'mal_id': 22145, 'type': 'anime', 'name': 'Kuroshitsuji: Book of Circus', 'url': 'https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus'}], 'Sequel': [{'mal_id': 31812, 'type': 'anime', 'name': 'Kuroshitsuji Movie: Book of the Atlantic', 'url': 'https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic'}]}"
2526,Kirara,NA,KIRARA,[],OVA,Manga,Ashi Production,Comedy,,1,Finished Airing,0,9/21/2000,9/21/2000,39 min,R+ - Mild Nudity,6.29,1111,6675,6897,2456,2,"Twenty-four-year-old Kirara is on her way to her wedding when she is killed in a car accident. However her love for her fiance is so strong that she is permitted to return to earth as a ghost to see him. But she is sent back 8 years in time, to when she and her fiancé first met. However her own meddling in the past may make her 16 year-old-self turn away from her would-be fiance.",NA,NA,NA,"{'Adaptation': [{'mal_id': 1680, 'type': 'manga', 'name': 'Kirara', 'url': 'https://myanimelist.net/manga/1680/Kirara'}]}"
